Linear Power,Log Power,Corrected Power
116.4005149,127.8050672,127.8050672
116.3388745,128.7710501,128.7710501
116.5114677,127.9655596,127.9655596
116.3018902,128.4482473,128.4482473
116.412843,128.7710501,128.7710501
115.8950633,127.5647058,127.5647058
116.5361239,127.644776,127.644776
116.2155936,127.9655596,127.9655596
116.6224205,128.6095474,128.6095474
116.4991396,129.1756947,129.1756947
116.264906,129.4190915,129.4190915
116.3758587,127.8050672,127.8050672
116.4868115,128.1262536,128.1262536
116.3512026,128.6902734,128.6902734
116.3512026,129.0946642,129.0946642
116.2895621,127.7248965,127.7248965
116.4868115,128.3676731,128.3676731
116.5854362,128.5288721,128.5288721
116.3265464,128.6902734,128.6902734
116.5607801,128.0458814,128.0458814
116.6594048,128.4482473,128.4482473
116.8689823,128.6902734,128.6902734
116.6717328,129.1756947,129.1756947
116.7333733,128.2871494,128.2871494
117.0045912,129.0136845,129.0136845
116.7333733,128.2871494,128.2871494
116.3142183,128.2871494,128.2871494
116.7333733,128.6902734,128.6902734
115.7224701,126.8463306,126.8463306
116.2402498,129.4190915,129.4190915
116.277234,130.6429723,130.6429723
115.6485016,127.0853384,127.0853384
116.1539532,128.9327556,128.9327556
115.5868611,127.1651077,127.1651077
116.0306723,128.0458814,128.0458814
116.2279217,128.1262536,128.1262536
115.7964386,128.1262536,128.1262536
116.3142183,128.2871494,128.2871494
115.9320476,127.0056192,127.0056192
115.8210948,126.7667613,126.7667613
115.278659,126.8463306,126.8463306
115.2540028,127.5647058,127.5647058
116.4005149,129.1756947,129.1756947
123.3658864,133.5438931,133.5438931
139.7006225,153.4085533,153.4085533
153.9026166,168.549182,168.549182
163.0131079,180.1412287,180.1412287
180.2971772,197.5480141,197.5480141
198.5305533,219.2350513,219.2350513
213.5216515,236.528888,236.528888
218.785803,241.9327694,241.9327694
225.0238894,249.6435797,249.6435797
232.975609,259.7100709,259.7100709
235.9590474,258.5718197,258.5718197
243.516276,269.1671752,269.1671752
247.3996842,276.7022686,276.7022686
254.5500934,281.2535989,281.2535989
262.5634936,289.3085222,289.3085222
281.6515258,295.7326153,295.7326153
291.6783512,306.693837,306.693837
297.3492613,311.7384841,311.7384841
305.9789082,321.4723447,321.4723447
313.2935622,328.8169008,328.8169008
323.9778901,338.2340102,338.2340102
330.3884878,351.4314689,351.4314689
337.5798644,354.309938,354.309938
344.3192124,360.5900472,360.5900472
354.6747977,371.1499408,371.1499408
363.0578922,381.0614355,381.0614355
371.6875498,389.2785628,389.2785628
383.3581369,403.2007162,403.2007162
389.1523379,407.7805942,407.7805942
401.2749595,425.2898537,425.2898537
409.9457181,429.5811863,429.5811863
418.5342912,443.5509267,443.5509267
427.7803646,453.1155677,453.1155677
437.0675339,459.1258951,459.1258951
450.2996993,476.1432478,476.1432478
459.2992181,487.9391855,487.9391855
468.7918636,489.7797037,489.7797037
480.5857599,503.8067005,503.8067005
492.0920041,516.2879723,516.2879723
504.8310646,532.4087971,532.4087971
513.4607535,534.7525018,534.7525018
528.6243552,553.1827316,553.1827316
539.7607719,567.5991217,567.5991217
551.3492246,580.5668609,580.5668609
562.1158051,589.0064896,589.0064896
577.238337,608.9243739,608.9243739
587.2652375,617.0014249,617.0014249
601.1138723,628.3318777,628.3318777
615.5789226,647.5447711,647.5447711
628.194754,664.8373662,664.8373662
642.0434098,672.3891334,672.3891334
659.1795906,692.9491965,692.9491965
671.9187254,705.2316745,705.2316745
687.1235079,721.3438658,721.3438658
698.5476481,727.7086721,727.7086721
719.217959,758.4789456,758.4789456
730.2311741,758.9550319,758.9550319
747.6961717,783.6358624,783.6358624
761.2161441,796.5255109,796.5255109
779.5852388,815.234858,815.234858
797.9954439,834.3836645,834.3836645
817.0220794,854.5182852,854.5182852
832.5557176,866.3964998,866.3964998
851.9933298,890.6505642,890.6505642
1141.691312,909.8564049,909.8564049
821.9011008,927.1463788,927.1463788
844.091613,949.519475,949.519475
855.6799926,965.7434746,965.7434746
876.5144214,994.0253824,994.0253824
898.9515009,1014.186805,1014.186805
914.6081463,1030.868687,1030.868687
936.6753888,1053.098177,1053.098177
954.4278093,1074.457753,1074.457753
977.2347414,1101.767478,1101.767478
1001.151203,1129.771342,1129.771342
1018.657069,1148.354425,1148.354425
1043.683064,1172.381478,1172.381478
1063.284709,1193.910822,1193.910822
1089.420238,1226.563516,1226.563516
1107.6658,1245.175043,1245.175043
1135.897112,1296.198106,1296.198106
1161.909374,1305.995154,1305.995154
1182.497282,1332.484157,1332.484157
1212.0847,1362.927028,1362.927028
1233.782144,1382.739775,1382.739775
1263.616136,1425.915225,1425.915225
1294.066541,1446.643628,1446.643628
1325.996325,1482.482778,1482.482778
1348.680039,1510.654392,1510.654392
1381.719368,1550.023377,1550.023377
1406.375591,1573.543008,1573.543008
1438.675251,1615.564363,1615.564363
1463.208205,1639.049688,1639.049688
1496.494132,1688.108455,1688.108455
1522.136632,1715.875397,1715.875397
1556.162267,1760.592638,1760.592638
1593.269947,1798.557838,1798.557838
1620.391848,1822.414801,1822.414801
1656.020177,1866.391826,1866.391826
1684.498193,1889.962271,1889.962271
1723.085303,1922.255244,1922.255244
1766.850257,1961.243658,1961.243658
1793.355804,2002.27888,2002.27888
1833.915471,2039.048325,2039.048325
1863.872927,2064.799235,2064.799235
1908.994056,2119.939597,2119.939597
1951.279728,2173.822664,2173.822664
1983.82615,2202.657343,2202.657343
2029.193914,2251.567596,2251.567596
2065.808678,2287.167029,2287.167029
2113.8887,2351.194585,2351.194585
2164.187836,2395.874385,2395.874385
2215.843114,2473.787253,2473.787253
2254.430495,2503.45706,2503.45706
2305.346149,2567.088125,2567.088125
2345.659541,2615.870568,2615.870568
2400.027183,2672.27894,2672.27894
2441.573464,2712.827435,2712.827435
2499.886245,2776.548441,2776.548441
2540.939464,2825.762769,2825.762769
2765.970201,2890.322277,2890.322277
2806.241872,2952.648917,2952.648917
2857.197867,3010.646767,3010.646767
2919.249125,3087.169256,3087.169256
2969.794193,3132.047265,3132.047265
3040.475109,3203.604402,3203.604402
3106.635742,3278.853199,3278.853199
3181.426031,3357.975945,3357.975945
3237.313287,3419.641233,3419.641233
3308.405172,3482.438936,3482.438936
3366.34712,3548.615876,3548.615876
3442.781188,3622.863916,3622.863916
3518.804332,3694.02661,3694.02661
3578.390048,3754.788144,3754.788144
3657.289765,3847.809532,3847.809532
3740.709793,3918.470069,3918.470069
3806.048643,3962.979487,3962.979487
3889.057761,4071.364814,4071.364814
3950.28727,4125.36955,4125.36955
4039.049525,4219.620964,4219.620964
4104.799355,4297.109408,4297.109408
4199.314755,4376.020841,4376.020841
4265.475547,4439.634883,4439.634883
4365.744098,4532.525867,4532.525867
4468.067359,4636.079524,4636.079524
4571.212521,4759.886105,4759.886105
4656.687418,4847.295924,4847.295924
4762.298256,4958.041089,4958.041089
4843.663826,5055.430313,5055.430313
4957.904405,5183.925872,5183.925872
5068.446585,5309.020536,5309.020536
5155.565354,5392.961443,5392.961443
5271.449791,5498.893698,5498.893698
5363.499871,5631.588957,5631.588957
5483.493765,5771.106521,5771.106521
5614.1721,5921.507258,5921.507258
5704.989468,6015.132223,6015.132223
5831.147577,6140.987639,6140.987639
5966.346395,6261.613189,6261.613189
6063.738897,6372.600582,6372.600582
6200.581584,6477.421067,6477.421067
6338.65716,6646.229123,6646.229123
6447.556103,6709.081352,6709.081352
6591.795906,6862.362504,6862.362504
6738.090492,7005.944694,7005.944694
6855.619352,7143.560391,7143.560391
7005.20162,7270.180394,7270.180394
7121.497791,7385.12931,7385.12931
7278.888107,7568.089425,7568.089425
7436.689475,7678.106636,7678.106636
7557.095282,7819.106428,7819.106428
7728.046987,8037.997399,8037.997399
7896.944119,8180.471403,8180.471403
8028.445631,8335.925686,8335.925686
8196.932068,8510.33956,8510.33956
8331.721321,8634.054296,8634.054296
8513.358204,8847.955546,8847.955546
7893.550209,9004.786159,9004.786159
8294.212185,9181.664655,9181.664655
8469.270675,9391.436682,9391.436682
8640.630759,9599.975543,9599.975543
8775.006666,9806.989317,9806.989317
8954.996424,10012.1826,10012.1826
9106.631646,10183.25735,10183.25735
9294.018279,10415.91269,10415.91269
9437.023884,10547.45475,10547.45475
9639.204237,10707.4999,10707.4999
9846.315846,10897.29119,10897.29119
10004.11519,11076.53691,11076.53691
10218.62369,11279.9453,11279.9453
10380.12149,11422.39923,11422.39923
10598.32847,11690.69869,11690.69869
10753.66226,11823.49237,11823.49237
10991.59423,12101.2131,12101.2131
11159.25615,12238.66979,12238.66979
11391.02414,12502.58456,12502.58456
11635.12026,12748.1696,12748.1696
11801.54945,12949.73146,12949.73146
12046.87845,13179.26662,13179.26662
12305.7684,13471.9154,13471.9154
12503.01792,13659.18308,13659.18308
12753.2783,13944.97678,13944.97678
12966.55442,14183.25012,14183.25012
13229.14299,14480.00902,14480.00902
13504.05974,14755.17455,14755.17455
13723.50005,14950.89582,14950.89582
14008.2794,15263.71638,15263.71638
14241.28074,15553.77486,15553.77486
14534.68991,15919.11614,15919.11614
14841.6601,16130.27667,16130.27667
15064.79913,16467.77373,16467.77373
15384.0976,16822.8853,16822.8853
15619.56488,17024.65482,17024.65482
15947.49323,17424.5456,17424.5456
16288.98265,17833.82942,17833.82942
16526.91578,18002.4814,18002.4814
16863.47415,18379.15113,18379.15113
17126.06374,18622.94313,18622.94313
17492.20992,19060.37612,19060.37612
17844.79527,19495.8466,19495.8466
18101.22108,19717.2987,19717.2987
18463.66922,20129.84804,20129.84804
18749.68285,20460.95756,20460.95756
19121.99383,20836.7013,20836.7013
19494.305,21245.99199,21245.99199
19787.71591,21568.37558,21568.37558
20188.38226,21881.91589,21881.91589
20475.62934,22227.89246,22227.89246
20883.693,22593.51218,22593.51218
21311.48203,23167.78195,23167.78195
21617.22191,23416.2453,23416.2453
22045.0114,23891.1925,23891.1925
22486.36223,24375.773,24375.773
22813.06066,24730.1247,24730.1247
23261.80896,25231.72117,25231.72117
23594.67191,25518.32697,25518.32697
24059.44753,25970.64272,25970.64272
24410.80333,26397.82602,26397.82602
24749.83105,26798.38311,26798.38311
25231.86717,27222.09461,27222.09461
25715.13652,27721.99996,27721.99996
26080.05446,28266.53761,28266.53761
28189.8087,28767.56595,28767.56595
28469.24481,29222.41248,29222.41248
28884.28963,29777.73127,29777.73127
29410.28706,30172.72151,30172.72151
29858.20679,30746.09926,30746.09926
30408.86045,31212.63673,31212.63673
31004.71707,31785.82451,31785.82451
31427.98078,32227.66784,32227.66784
32044.3843,32798.90804,32798.90804
32632.02238,33485.16803,33485.16803
33075.833,33886.78186,33886.78186
33688.12734,34487.43022,34487.43022
34193.57843,35098.7252,35098.7252
34826.4197,35810.62695,35810.62695
35418.16746,36262.87962,36262.87962
35894.8532,36836.23571,36836.23571
36540.02277,37465.64685,37465.64685
37234.50476,38201.57781,38201.57781
37719.4094,38538.65521,38538.65521
38409.78221,39221.75906,39221.75906
38894.68698,39692.17659,39692.17659
39576.84123,40421.083,40421.083
40283.65178,40931.56138,40931.56138
40776.77549,41657.08004,41657.08004
41483.58624,42368.86403,42368.86403
42001.36628,42715.89976,42715.89976
42712.2866,43582.30007,43582.30007
43464.30072,44160.40348,44160.40348
43990.29975,44943.15412,44943.15412
44729.98601,45653.7555,45653.7555
45453.23494,46317.42774,46317.42774
46053.2029,46931.81176,46931.81176
46764.12397,47554.3454,47554.3454
47565.45136,48427.63314,48427.63314
48111.99783,48946.99769,48946.99769
48962.638,49814.59187,49814.59187
49513.29407,50317.24715,50317.24715
50368.04396,51241.273,51241.273
51165.2628,52051.45506,52051.45506
51789.88801,52708.81419,52708.81419
52656.96662,53710.45154,53710.45154
53478.8423,54388.76226,54388.76226
54103.46796,55006.56313,55006.56313
54995.2035,55981.56462,55981.56462
55845.84548,56724.14048,56724.14048
56507.45607,57621.01318,57621.01318
57374.53602,58532.06651,58532.06651
58003.27187,58826.63505,58826.63505
58923.77429,60057.4826,60057.4826
59770.30803,60930.54387,60930.54387
60431.91953,61468.17471,61468.17471
61331.87579,62400.88756,62400.88756
62277.03567,63427.3044,63427.3044
62950.97596,64308.98689,64308.98689
63896.13641,64917.15068,64917.15068
64767.32809,65778.25446,65778.25446
65465.9254,66400.31303,66400.31303
66443.96197,67577.2717,67577.2717
67122.01275,68130.78595,68130.78595
68083.61237,69077.85027,69077.85027
68773.99182,69906.35727,69906.35727
69731.48269,70922.59317,70922.59317
70684.86455,71683.20715,71683.20715
71654.68443,72679.65275,72679.65275
72349.17433,73736.20449,73736.20449
73355.97961,74246.92765,74246.92765
74062.79828,75279.01086,75279.01086
75044.94785,75705.35051,75705.35051
75772.31413,76565.2872,76565.2872
76766.79273,77532.23358,77532.23358
77748.94353,79154.46581,79154.46581
78784.51726,79802.80734,79802.80734
79540.65078,80557.49532,80557.49532
80514.58405,81523.68765,81523.68765
81283.04649,82605.07242,82605.07242
82256.98059,83020.79135,83020.79135
83021.33428,84069.2649,84069.2649
84024.03527,84704.6942,84704.6942
84817.15567,86314.35938,86314.35938
85823.96703,87021.34669,87021.34669
86863.65442,88231.00385,88231.00385
83077.73055,89065.39685,89065.39685
82214.76621,89964.11531,82214.76621
83188.68309,91043.12945,83188.68309
83755.77396,91558.74894,83755.77396
84754.34706,92482.62679,84754.34706
85543.34313,93533.1373,85543.34313
86554.24437,94417.67234,86554.24437
87232.28793,95071.64333,87232.28793
88156.89279,96091.24656,88156.89279
88921.23288,97304.78823,88921.23288
89907.47817,97978.75652,89907.47817
90696.47445,98657.39297,90696.47445
91707.37599,100091.5876,91707.37599
92434.73199,100658.4529,92434.73199
93482.61783,101610.3717,93482.61783
94345.58268,102635.6764,94345.58268
95245.5318,103411.4387,95245.5318
96157.80903,104651.7384,96157.80903
96909.82137,105310.4916,96909.82137
97970.03556,106506.7145,97970.03556
98993.2656,107513.9401,98993.2656
99671.30964,108258.6209,99671.30964
100583.5871,109076.8839,100583.5871
101310.9435,109832.3904,101310.9435
102309.5176,110523.7544,102309.5176
103024.5461,112060.1129,103024.5461
104121.7449,112624.0681,104121.7449
105157.3034,114046.4046,105157.3034
105687.4108,114548.4546,105687.4108
106735.2975,115922.3304,106735.2975
107499.6384,116945.193,107499.6384
108350.276,117386.321,108350.276
109077.6327,118125.2352,109077.6327
110125.5197,119467.0215,110125.5197
111124.0944,120370.0025,111124.0944
111777.4828,121051.7145,111777.4828
112628.1206,121508.3327,112628.1206
113478.7584,122657.428,113478.7584
114415.6929,124050.6958,114415.6929
115044.4253,125459.7898,115044.4253
115771.7825,125933.0357,115771.7825
116782.6856,126805.2946,116782.6856
117596.3395,126884.8898,117596.3395
118286.7125,128245.6782,118286.7125
119223.6473,129539.749,119223.6473
119951.0047,130682.7681,119951.0047
120887.9396,131505.38,120887.9396
121775.5623,132001.4305,121775.5623
122453.6074,132499.3523,122453.6074
123390.5426,134172.6961,123390.5426
124080.9158,134256.9158,124080.9158
125017.8511,135186.8292,125017.8511
125695.8964,136123.1835,125695.8964
126595.8475,137152.0592,126595.8475
127557.4391,138622.9593,127557.4391
128124.5317,138971.3397,128124.5317
128876.5458,139058.5716,128876.5458
129776.4971,140285.5821,129776.4971
130664.1204,141168.6414,130664.1204
131354.4941,142235.6529,131354.4941
132143.4927,142682.6179,132143.4927
132895.507,143941.6061,132895.507
133696.8338,144122.3661,133696.8338
134313.2391,145120.6115,134313.2391
135163.8784,145942.4984,135163.8784
135989.8616,146584.9606,135989.8616
136618.5951,147878.382,136618.5951
137444.5784,148996.1088,137444.5784
137999.3433,148902.6431,137999.3433
138874.6391,149839.9446,138874.6391
139503.3728,151446.9177,139503.3728
140267.7157,151637.1028,140267.7157
140822.4808,152495.8959,140822.4808
141586.8238,153552.1398,141586.8238
142462.1199,154324.9094,142462.1199
143115.51,155004.2724,143115.51
143867.5251,155979.9821,143867.5251
144397.6341,156077.8903,144397.6341
145161.9774,156961.8337,145161.9774
145778.3833,157553.9088,145778.3833
146555.0548,158446.2117,146555.0548
147134.4764,159043.8861,147134.4764
147935.8043,159343.5682,147935.8043
148712.4759,160951.4355,148712.4759
149205.6008,161052.4643,149205.6008
150019.2569,162269.7667,150019.2569
150537.0381,162371.623,150537.0381
151301.3819,163086.409,151301.3819
151794.5069,163188.7779,151794.5069
152472.5538,164319.085,152472.5538
153076.6321,164938.9125,153076.6321
153767.0072,165977.1583,153767.0072
154531.3512,166394.2843,154531.3512
155073.7889,167441.6914,155073.7889
155788.8205,167967.8648,155788.8205
156134.0081,167862.498,156134.0081
156923.0086,168919.1471,156923.0086
157527.0871,168919.1471,157527.0871
157995.5561,169662.7566,157995.5561
158821.5411,170516.6052,158821.5411
159179.057,170730.7379,159179.057
160005.0421,172021.1931,160005.0421
160485.8395,172021.1931,160485.8395
161163.887,173212.6771,161163.887
161903.5753,173104.0202,161903.5753
162532.3104,174631.4389,162532.3104
163074.7486,174084.3912,163074.7486
163752.7963,174303.0043,163752.7963
164344.5471,175510.2931,164344.5471
164936.2979,176061.8216,164936.2979
165491.0644,177170.0835,165491.0644
166070.4872,177281.2926,166070.4872
166884.1447,178509.2102,166884.1447
167426.5831,178845.5704,167426.5831
167895.0527,179632.8778,167895.0527
168412.8349,180197.3613,168412.8349
169177.1801,181559.3696,169177.1801
169731.9467,182244.2294,169731.9467
170200.4165,182244.2294,170200.4165
170890.7929,183506.5223,170890.7929
171346.9345,183276.366,171346.9345
171963.3421,185358.2087,171963.3421
172407.1556,184430.0416,172407.1556
172998.9069,185241.9329,172998.9069
173627.6428,186057.3982,173627.6428
174157.7535,187581.3698,174157.7535
174663.2079,187228.5798,174663.2079
175267.2876,188288.9453,175267.2876
175637.1323,188170.8309,175637.1323
176117.9305,189355.3161,176117.9305
176795.9792,190188.8893,176795.9792
177375.4027,191386.0776,177375.4027
177745.2475,191386.0776,177745.2475
178312.3429,191987.4949,178312.3429
178743.8286,192711.6908,178743.8286
179335.5804,193438.6184,179335.5804
179865.6914,194412.1224,179865.6914
180334.1617,194778.4482,180334.1617
180839.6165,195881.5724,180839.6165
181320.4149,195267.9566,181320.4149
181850.5261,196743.8754,181850.5261
182306.6683,196497.1165,182306.6683
182824.4513,198479.886,182824.4513
183243.609,198729.1349,183243.609
183798.3767,199228.572,183798.3767
184131.2372,199729.2642,184131.2372
184636.6922,200356.8994,184636.6922
185179.1318,201618.093,185179.1318
185709.2432,201744.6482,185709.2432
186153.0575,202378.6166,186153.0575
186572.2154,202124.7905,186572.2154
187077.6705,201997.9969,187077.6705
187521.4848,202124.7905,187521.4848
188063.9246,201997.9969,188063.9246
188421.4417,202632.7615,188421.4417
188914.5688,202505.6492,188914.5688
189395.3677,203142.009,189395.3677
189555.634,203524.7844,189555.634
189888.4949,205063.112,189888.4949
190233.6839,205191.8297,190233.6839
190603.5293,205320.6281,190603.5293
190887.0774,205578.4675,190887.0774
191195.282,205191.8297,191195.282
191540.471,206095.1181,191540.471
191811.6911,206483.4579,191811.6911
192193.8647,206353.9301,192193.8647
192452.7566,206353.9301,192452.7566
192699.3202,206224.4835,192699.3202
193118.4785,208044.1486,193118.4785
193303.4012,207002.3829,193303.4012
193734.8877,207392.4323,193734.8877
193944.4669,207522.6121,193944.4669
194277.3279,207522.6121,194277.3279
194733.4708,207783.2167,194733.4708
195140.301,208436.161,195140.301
195633.4285,209091.1572,195633.4285
196052.5869,208828.9121,196052.5869
196508.7299,209879.87,196508.7299
196742.9655,210275.3415,196742.9655
197248.4213,211598.9692,197248.4213
197642.9235,212530.4631,197642.9235
197926.4719,211864.6929,197926.4719
198197.6921,212930.9289,198197.6921
198690.8198,213734.1259,198690.8198
198912.7273,213466.0575,198912.7273
199368.8705,214944.6057,199368.8705
199603.1062,215620.0542,199603.1062
200059.2494,215349.6205,200059.2494
200293.4851,216161.941,200293.4851
200601.69,215620.0542,200601.69
200860.5822,215755.3984,200860.5822
201230.4281,216433.3949,201230.4281
201452.3357,216433.3949,201452.3357
201785.197,216569.2496,201785.197
201970.12,216161.941,201970.12
202389.2788,216705.1896,202389.2788
202487.9044,216161.941,202487.9044
202734.4683,217386.1707,202734.4683
203153.6272,216841.215,203153.6272
203276.9092,216569.2496,203276.9092
203511.145,216705.1896,203511.145
203745.3808,217113.5219,203745.3808
204102.8987,217386.1707,204102.8987
204213.8525,217249.8035,204213.8525
204608.355,218617.3339,204608.355
204854.9191,218069.2918,204854.9191
205089.155,218343.1409,205089.155
205298.7344,219166.7533,205298.7344
205532.9703,219304.3238,205532.9703
205841.1754,218206.1734,205841.1754
205989.1139,219579.7239,205989.1139
206309.6473,219579.7239,206309.6473
206519.2268,220131.5619,206519.2268
206852.0883,220269.738,206852.0883
206963.0422,220961.9205,206963.0422
207283.5756,220823.3102,207283.5756
207616.4372,221934.6318,207616.4372
207752.0475,221378.2736,207752.0475
207998.6117,221656.2782,207998.6117
208257.5041,221795.4113,208257.5041
208504.0683,222213.335,208504.0683
208750.6325,223191.5552,208750.6325
209120.4788,222073.9397,209120.4788
209379.3713,223612.1096,209379.3713
209490.3251,222492.3881,209490.3251
209736.8894,222911.6251,209736.8894
210106.7358,223331.652,210106.7358
210303.9872,224174.0817,210303.9872
210599.8643,223612.1096,210599.8643
210932.7261,225019.6892,210932.7261
211142.3057,225726.7981,211142.3057
211376.5418,225160.9335,211376.5418
211598.4497,226578.2626,211598.4497
211881.9986,226294.0848,211881.9986
212079.2501,226578.2626,212079.2501
212387.4555,226862.7972,212387.4555
212671.0045,228864.5697,212671.0045
212781.9584,228434.1368,212781.9584
213114.8203,229727.8702,213114.8203
213275.0872,228721.002,213275.0872
213472.3387,230594.4272,213472.3387
213792.8723,231173.9471,213792.8723
214433.9398,230160.7409,214433.9398
214680.5042,230160.7409,214680.5042
214840.7711,231173.9471,214840.7711
214951.7251,230016.3601,214951.7251
215136.6484,231900.3954,215136.6484
215259.9306,231319.0544,215259.9306
215444.8539,230305.2123,215444.8539
215555.8079,232045.9588,215555.8079
215691.4184,231319.0544,215691.4184
215962.6393,231900.3954,215962.6393
216024.2804,232483.1974,216024.2804
216307.8296,232045.9588,216307.8296
216320.1578,232921.2599,216320.1578
216591.3787,232921.2599,216591.3787
216640.6916,233213.76,216640.6916
216874.9279,232337.3597,216874.9279
217010.5383,233213.76,217010.5383
217183.1335,233360.1478,217183.1335
217318.744,232775.1474,217318.744
217565.3085,234387.4384,217565.3085
217626.9496,233799.8627,217626.9496
217898.1706,233506.6275,217898.1706
218046.1093,234093.4662,218046.1093
218231.0327,233360.1478,218231.0327
218415.9561,235123.985,218415.9561
218613.2078,234829.089,218613.2078
218724.1618,234534.5629,218724.1618
218946.0699,236455.6064,218946.0699
219130.9934,236307.2768,219130.9934
219315.9168,236752.545,219315.9168
219426.8709,236010.8967,219426.8709
219537.8249,234976.4907,219537.8249
219772.0613,235567.0235,219772.0613
219944.6565,237049.8564,219944.6565
220080.2671,234534.5629,220080.2671
220203.5494,236901.154,220203.5494
220326.8317,236901.154,220326.8317
220610.381,235862.8461,220610.381
220721.3351,236901.154,220721.3351
220733.6633,236455.6064,220733.6633
221017.2127,237645.5999,221017.2127
221239.1208,236752.545,221239.1208
221288.4338,237944.0328,221288.4338
221547.3267,237944.0328,221547.3267
221633.6243,237645.5999,221633.6243
221744.5784,237944.0328,221744.5784
221966.4866,238542.0234,221966.4866
222126.7537,237794.7695,222126.7537
222114.4254,238242.8405,222114.4254
222299.3489,237645.5999,222299.3489
222508.9289,238841.5821,222508.9289
222521.2572,237496.5238,222521.2572
222632.2113,238542.0234,222632.2113
222755.4937,239742.5171,222755.4937
222903.4325,238991.5025,222903.4325
222965.0737,238242.8405,222965.0737
223113.0125,239592.1256,223113.0125
223223.9666,238691.7558,223223.9666
223347.249,239441.8285,223347.249
223408.8902,240194.2582,223408.8902
223544.5008,239592.1256,223544.5008
223815.722,240194.2582,223815.722
223815.722,239441.8285,223815.722
224012.9738,240949.0524,224012.9738
223975.9891,241100.2956,223975.9891
224234.8821,241403.067,224234.8821
224234.8821,241251.6338,224234.8821
224345.8362,241857.937,224345.8362
224456.7904,242009.7508,224456.7904
224555.4163,241554.5952,224555.4163
224530.7598,243075.1185,224530.7598
224728.0116,242770.25,224728.0116
224764.9964,243838.9657,224764.9964
224838.9658,243686.0044,224838.9658
224949.92,244605.2132,224949.92
225048.5459,244451.7713,225048.5459
225097.8588,244298.4256,225097.8588
225097.8588,244145.1762,225097.8588
225208.813,244758.7514,225208.813
225319.7672,243380.3698,225319.7672
225319.7672,243533.1392,225319.7672
225492.3625,245066.117,225492.3625
225393.7366,243686.0044,225393.7366
225541.6755,243227.6963,225541.6755
225627.9732,244298.4256,225627.9732
225640.3014,242617.9592,225640.3014
225701.9426,243686.0044,225701.9426
225911.5227,243380.3698,225911.5227
225973.1639,244298.4256,225973.1639
226096.4463,243380.3698,226096.4463
226071.7898,243686.0044,226071.7898
226133.4311,242617.9592,226133.4311
226121.1028,242922.6364,226121.1028
226034.8051,241706.2185,226034.8051
226293.6982,243533.1392,226293.6982
226306.0265,242465.764,226306.0265
226318.3547,240194.2582,226318.3547
226306.0265,241403.067,226306.0265
226379.9959,241251.6338,226379.9959
226404.6524,239742.5171,226404.6524
226515.6066,241100.2956,226515.6066
226453.9654,240646.8505,226453.9654
226490.9501,239742.5171,226490.9501
226515.6066,241857.937,226515.6066
226614.2325,240646.8505,226614.2325
226774.4997,242161.6598,226774.4997
226725.1867,242161.6598,226725.1867
226836.1409,240949.0524,226836.1409
226897.7821,240949.0524,226897.7821
226873.1256,240797.904,226873.1256
226897.7821,241403.067,226897.7821
227070.3775,243380.3698,227070.3775
227095.034,242161.6598,227095.034
227181.3317,240345.0276,227181.3317
227292.2859,243838.9657,227292.2859
227427.8966,243227.6963,227427.8966
227538.8508,242161.6598,227538.8508
227711.4462,244145.1762,227711.4462
227785.4157,244298.4256,227785.4157
227982.6676,243992.0229,227982.6676
228019.6523,243838.9657,228019.6523
228118.2783,244451.7713,228118.2783
228192.2478,244605.2132,228192.2478
228241.5608,245219.9445,228241.5608
228377.1715,242617.9592,228377.1715
228500.4539,244145.1762,228500.4539
228549.7669,244912.3859,228549.7669
228562.0952,243380.3698,228562.0952
228697.7059,245527.8892,228697.7059
228710.0342,245990.5316,228710.0342
228870.3014,246918.4333,228870.3014
228968.9273,245836.2207,228968.9273
228956.5991,245836.2207,228956.5991
229129.1945,246608.7445,229129.1945
229129.1945,245527.8892,229129.1945
229252.477,245682.0066,229252.477
229289.4618,246454.0458,229289.4618
229523.6985,247538.9781,229523.6985
229573.0115,245527.8892,229573.0115
229573.0115,246454.0458,229573.0115
NaN,NaN,NaN
